cluster_id,hits,hit_rate,birth,death,persistence,robust
0,200,1.0,2.9612501438926246,4.963014589374649,2.001764445482024,True
2,199,0.995,2.5820994724478714,4.5557771774464655,1.9736777049985936,True
4,153,0.765,2.248704186257194,4.454681698013754,2.2059775117565605,True
3,127,0.635,1.8290185123530742,4.52022189416256,2.6912033818094865,True
5,97,0.485,2.587356844333687,4.8960208555664675,2.3086640112327808,True
8,23,0.115,2.9468258909277014,4.642091287148966,1.695265396221264,True
7,16,0.08,2.55184006690979,4.230833416893368,1.6789933499835787,True
1,12,0.06,3.2521573384602864,4.984036922454834,1.7318795839945476,True
6,3,0.015,2.310575008392334,4.74444580078125,2.433870792388916,False
9,1,0.005,3.4107166528701782,5.01406717300415,1.6033505201339722,False
10,1,0.005,3.2133126258850098,4.703043460845947,1.4897308349609375,False
