cluster_id,hits,hit_rate,birth,death,persistence,robust
5,187,0.935,6.133690857887268,14.277678508343904,8.143987650456635,True
0,162,0.81,6.574320022808646,14.430803231963829,7.856483209155183,True
4,151,0.755,5.147330614236685,14.041325569152832,8.893994954916147,False
7,116,0.58,4.376542328933661,13.941796210504346,9.565253881570687,False
6,86,0.43,3.5815844535827637,13.515162689741267,9.933578236158503,False
8,84,0.42,5.809823989868164,14.711840652284168,8.902016662416004,False
12,82,0.41,2.140336036682129,13.649564266204834,11.509228229522705,False
1,57,0.285,7.371021651014497,14.716025412837162,7.345003761822665,False
3,36,0.18,7.9535977602005,14.69125093460083,6.73765317440033,False
2,27,0.135,7.322130129887507,14.314324158888597,6.992194029001089,False
9,10,0.05,6.775903511047363,14.175036144256591,7.399132633209229,False
10,9,0.045,8.497849817629215,14.905561058609575,6.40771124098036,False
13,6,0.03,6.303086757659912,14.701345602671305,8.398258845011393,False
16,4,0.02,6.959358215332031,14.717969179153442,7.758610963821411,False
15,3,0.015,7.764591097831726,14.24683952331543,6.482248425483704,False
14,1,0.005,5.155777931213379,14.42074966430664,9.264971733093262,False
18,1,0.005,7.383273124694824,15.216817855834961,7.833544731140137,False
11,1,0.005,8.296801567077637,14.772248268127441,6.475446701049805,False
17,1,0.005,8.976985931396484,15.073336601257324,6.09635066986084,False
