cluster_id,hits,hit_rate,birth,death,persistence,robust
0,197,0.985,3.844882745573941,6.441241268748224,2.596358523174283,True
1,119,0.595,4.345447429418564,6.536703094244003,2.1912556648254395,True
5,89,0.445,2.449465274810791,6.223208556014501,3.7737432812037093,True
2,81,0.405,3.3083462715148926,6.385575488761619,3.077229217246727,True
4,80,0.4,4.605055856116024,7.084323688789651,2.479267832673626,True
6,17,0.085,4.721873740355174,6.712139666080475,1.990265925725301,True
8,14,0.07,3.806958334786551,6.089023998805454,2.2820656640189037,True
7,8,0.04,4.226805686950684,6.25742408964369,2.0306184026930065,False
3,1,0.005,3.627413272857666,6.500028133392334,2.872614860534668,False
9,1,0.005,4.915134429931641,7.067573070526123,2.1524386405944824,False
10,1,0.005,4.632456302642822,6.435140132904053,1.8026838302612305,False
