cluster_id,hits,hit_rate,birth,death,persistence,robust
2,195,0.975,8.53167186264883,12.696447304095042,4.164775441446211,True
0,179,0.895,7.585901594769976,12.613492470621411,5.027590875851435,True
4,137,0.685,7.645696057549006,11.927897450290148,4.282201392741143,True
1,111,0.555,6.873100932987257,12.143450994601196,5.270350061613938,True
3,60,0.3,9.16451565989383,12.773969475993045,3.609453816099215,True
5,54,0.27,8.330024043215982,12.116328637811202,3.786304594595221,True
6,34,0.17,7.816412448883057,13.035324573516846,5.218912124633789,True
7,16,0.08,9.395879745483398,13.152501779444078,3.756622033960679,True
9,7,0.035,9.545811653137207,13.831024033682686,4.28521238054548,False
8,5,0.025,8.432210159301757,13.115255737304688,4.68304557800293,False
10,2,0.01,9.97256056467692,13.202828089396158,3.2302675247192383,False
12,2,0.01,9.05575180053711,12.178306579589844,3.1225547790527344,False
11,1,0.005,7.311871528625488,13.23263168334961,5.920760154724121,False
13,1,0.005,9.607698440551758,12.702756881713867,3.0950584411621094,False
