cluster_id,hits,hit_rate,birth,death,persistence,robust
2,198,0.99,1.6233952987484817,4.700410375362489,3.077015076614008,True
1,161,0.805,1.107180165757034,4.392103703048592,3.284923537291559,True
0,117,0.585,0.842112455404166,4.70440947166597,3.8622970162618038,True
4,81,0.405,1.1458666324615479,5.061861927126661,3.915995294665113,True
3,70,0.35,2.1034551231066385,4.887860078811645,2.784404955705007,True
6,36,0.18,2.5784021966597614,5.31209519330193,2.733692996642169,True
5,34,0.17,2.306543522614699,5.009818055079534,2.7032745324648344,True
10,32,0.16,1.3842336870729923,4.595643952488899,3.211410265415907,True
11,28,0.14,1.6276088295311764,5.051028892911714,3.4234200633805374,True
7,26,0.13,1.7335663951676468,4.439312260726402,2.7057458655587556,True
8,6,0.03,2.7285810708999634,5.469706137975057,2.7411250670750937,False
9,1,0.005,2.889880418777466,5.444617748260498,2.5547373294830322,False
