cluster_id,hits,hit_rate,birth,death,persistence,robust
1,173,0.865,3.89018826026701,10.616022039941475,6.725833779674465,True
9,172,0.86,4.542633792535582,10.635989203381895,6.0933554108463115,True
2,146,0.73,4.762711471981472,11.137042853567335,6.374331381585863,False
3,146,0.73,5.7967959116583,11.223286905680617,5.426490994022317,False
0,123,0.615,2.7231938079815006,10.408013604766694,7.6848197967851934,False
7,110,0.55,3.345003797610601,10.650250124931336,7.305246327320734,False
8,95,0.475,3.1170976161956787,9.860720052217182,6.743622436021504,False
4,68,0.34,4.976997221217436,10.534837259965784,5.557840038748348,False
6,67,0.335,5.455359278054073,10.83582004459425,5.3804607665401765,False
5,42,0.21,6.29939577497285,11.451284638766584,5.151888863793735,False
10,31,0.155,4.146998882293701,9.871610456897367,5.724611574603665,False
12,15,0.075,7.274533271789551,12.435271326700846,5.160738054911295,False
15,11,0.055,6.7752373814582825,11.62077647447586,4.845539093017578,False
14,8,0.04,5.481501340866089,11.287780046463013,5.806278705596924,False
11,6,0.03,3.947000503540039,11.032265027364096,7.085264523824056,False
13,5,0.025,5.430983543395996,10.281473159790039,4.850489616394043,False
16,4,0.02,5.923088312149048,10.847784042358398,4.924695730209351,False
17,4,0.02,7.209328515189035,11.799690791538783,4.590362276349749,False
18,2,0.01,4.146998882293701,9.241546630859375,5.094547748565674,False
24,1,0.005,2.712123155593872,10.761835098266602,8.04971194267273,False
23,1,0.005,6.306743144989014,11.129666328430176,4.822923183441162,False
19,1,0.005,7.9588518142700195,12.297379493713379,4.338527679443359,False
20,1,0.005,7.13624382019043,11.336901664733887,4.200657844543457,False
21,1,0.005,6.375034809112549,10.540863990783691,4.165829181671143,False
22,1,0.005,7.743385314941406,11.583261489868164,3.839876174926758,False
