cluster_id,hits,hit_rate,birth,death,persistence,robust
1,198,0.99,2.7699099324016285,6.044598484809286,3.274688552407657,True
0,175,0.875,2.237198200401844,5.9911229186410075,3.7539247182391633,True
2,160,0.8,2.875621222970474,6.398689883438187,3.5230686604677133,True
5,77,0.385,3.3654670380709466,6.460525014944244,3.0950579768732975,True
3,69,0.345,1.8933308223883312,6.065851767857869,4.172520945469539,True
9,68,0.34,2.1935720496125275,5.6114699971544875,3.41789794754196,True
7,21,0.105,2.1769020443870906,6.474280993143718,4.297378948756626,True
6,12,0.06,3.177775691537296,6.057026526507209,2.879250834969913,True
11,6,0.03,3.8225135122026717,6.5110577174595425,2.688544205256871,False
8,4,0.02,2.7223662535349527,5.670957088470459,2.9485908349355063,False
4,2,0.01,2.2614173889160156,6.0247802734375,3.7633628845214844,False
10,1,0.005,3.3895199298858643,6.949188709259033,3.559668779373169,False
