cluster_id,hits,hit_rate,birth,death,persistence,robust
1,196,0.98,2.6796951420234447,4.935968924869886,2.2562737828464416,True
2,187,0.935,2.4078820085417876,4.688738114677756,2.280856106135969,True
3,126,0.63,2.9537540186535227,5.301876796917482,2.348122778263959,False
4,116,0.58,2.0814199410378933,4.403768164416154,2.322348223378261,False
0,101,0.505,2.140509605407715,5.230592774872733,3.090083169465018,False
7,94,0.47,1.6714425086975098,4.932569630602573,3.261127121905063,False
9,62,0.31,2.9497251751717557,5.05881527032745,2.1090900951556946,False
5,60,0.3,2.6116272081499514,4.718017795811528,2.1063905876615774,False
11,36,0.18,2.727691462165431,5.128868077930651,2.40117661576522,False
8,26,0.13,2.7292708250192494,5.402271270751953,2.6730004457327037,False
6,23,0.115,2.0983259677886963,4.7534423828125,2.655116415023804,False
12,23,0.115,2.272415200869242,4.887799421946208,2.6153842210769653,False
14,23,0.115,3.275251370209914,5.358141862429106,2.0828904922191915,False
20,12,0.06,2.174593210220337,4.583873271942139,2.4092800617218018,False
16,8,0.04,2.9395498037338257,5.497312545776367,2.5577627420425415,False
17,5,0.025,2.452019214630127,4.490541934967041,2.038522720336914,False
15,5,0.025,2.88191876411438,4.888242626190186,2.0063238620758055,False
19,4,0.02,3.163644790649414,5.144474148750305,1.9808293581008911,False
10,2,0.01,2.033151865005493,4.926328897476196,2.893177032470703,False
18,2,0.01,2.4985079765319824,4.8795905113220215,2.381082534790039,False
13,2,0.01,2.5605058670043945,4.676333904266357,2.115828037261963,False
