cluster_id,hits,hit_rate,birth,death,persistence,robust
9,181,0.905,2.7893434208415675,6.621505843563664,3.8321624227220967,True
0,175,0.875,3.031878944679543,6.864907052781847,3.833028108102304,True
2,122,0.61,3.5455814301021515,6.9083789265345015,3.36279749643235,False
8,119,0.595,2.0863431326274213,6.230609540281625,4.144266407654203,False
7,105,0.525,2.3894495964050293,6.7148618925185435,4.325412296113514,False
11,101,0.505,1.6962170600891113,6.345317991653292,4.64910093156418,False
6,81,0.405,1.1407009363174438,6.195842077702652,5.055141141385208,False
13,62,0.31,3.312149733612218,6.5948213007032255,3.2826715670910076,False
1,47,0.235,3.936598539352417,7.482434800330629,3.545836260978212,False
12,45,0.225,2.8365439950374136,6.282810361761796,3.4462663667243825,False
10,28,0.14,3.353337027132511,6.8465345948934555,3.4931975677609444,False
3,23,0.115,3.938307356834412,6.9551062226295475,3.0167988657951357,False
4,17,0.085,4.245693006013569,7.333727836608887,3.088034830595318,False
15,14,0.07,3.6028505877444617,6.647343259108694,3.044492671364232,False
17,6,0.03,3.0687520503997803,6.607129017512004,3.538376967112223,False
23,4,0.02,2.945284128189087,7.120733857154846,4.175449728965759,False
24,4,0.02,3.0687520503997803,6.378880500793457,3.3101284503936768,False
5,4,0.02,4.186852669715881,6.965885972976684,2.7790333032608032,False
20,1,0.005,1.6962170600891113,6.550726413726807,4.854509353637695,False
18,1,0.005,2.3894495964050293,6.956212520599365,4.566762924194336,False
14,1,0.005,2.3894495964050293,6.595215797424316,4.205766201019287,False
21,1,0.005,4.6136155128479,7.466402530670166,2.8527870178222656,False
16,1,0.005,4.255156993865967,7.071422576904297,2.81626558303833,False
22,1,0.005,3.5992002487182617,6.413301467895508,2.814101219177246,False
19,1,0.005,3.9005210399627686,6.658888578414917,2.7583675384521484,False
