cluster_id,hits,hit_rate,birth,death,persistence,robust
0,196,0.98,2.9974533383636905,6.27370697333072,3.2762536349670297,True
1,187,0.935,3.516921568475041,6.467562487292848,2.950640918817807,True
7,109,0.545,2.852793482063854,5.941195407156217,3.088401925092363,True
4,84,0.42,2.448698043823242,6.154734685307457,3.706036641484215,True
3,30,0.15,4.091085638318743,6.953864301953997,2.862778663635254,True
2,20,0.1,3.957323080301285,6.61779215335846,2.6604690730571745,True
5,3,0.015,2.8466074466705322,6.464894612630208,3.6182871659596763,False
6,2,0.01,3.2031052112579346,6.501929521560669,3.2988243103027344,False
9,1,0.005,3.5664336681365967,6.147977828979492,2.5815441608428955,False
8,1,0.005,4.400951862335205,6.845385551452637,2.4444336891174316,False
