boot,birth,death,persistence,maxdist_boot
0,3.4349136352539062,7.303640842437744,3.868727207183838,17.7963924417959
0,3.5529537200927734,7.2486186027526855,3.695664882659912,17.7963924417959
0,3.5996224880218506,7.259166717529297,3.6595442295074463,17.7963924417959
0,3.8652865886688232,7.511279106140137,3.6459925174713135,17.7963924417959
0,3.7609682083129883,7.397078514099121,3.636110305786133,17.7963924417959
0,3.707932472229004,7.323670387268066,3.6157379150390625,17.7963924417959
0,4.021479606628418,7.549422264099121,3.527942657470703,17.7963924417959
0,3.775611639022827,7.295103549957275,3.5194919109344482,17.7963924417959
0,3.7206954956054688,7.153064250946045,3.432368755340576,17.7963924417959
0,4.018637657165527,7.431431293487549,3.4127936363220215,17.7963924417959
1,2.326321840286255,7.210110664367676,4.883788824081421,17.7963924417959
1,2.4467520713806152,7.148589134216309,4.701837062835693,17.7963924417959
1,2.3382768630981445,6.933852672576904,4.59557580947876,17.7963924417959
1,2.9585187435150146,7.489235877990723,4.530717134475708,17.7963924417959
1,2.5615885257720947,7.03493595123291,4.473347425460815,17.7963924417959
1,3.056727170944214,7.300559043884277,4.2438318729400635,17.7963924417959
1,3.2894840240478516,7.452060222625732,4.162576198577881,17.7963924417959
1,3.2139599323272705,7.328598976135254,4.114639043807983,17.7963924417959
1,2.993042469024658,7.0692973136901855,4.076254844665527,17.7963924417959
1,2.8399107456207275,6.886006832122803,4.046096086502075,17.7963924417959
2,1.8585155010223389,7.0060529708862305,5.147537469863892,17.7963924417959
2,2.326321840286255,7.210110664367676,4.883788824081421,17.7963924417959
2,2.4467520713806152,7.045919895172119,4.599167823791504,17.7963924417959
2,2.3382768630981445,6.933852672576904,4.59557580947876,17.7963924417959
2,2.5615885257720947,7.03493595123291,4.473347425460815,17.7963924417959
2,3.2139599323272705,7.328598976135254,4.114639043807983,17.7963924417959
2,2.9585187435150146,7.045919895172119,4.0874011516571045,17.7963924417959
2,2.993042469024658,7.0692973136901855,4.076254844665527,17.7963924417959
2,2.8399107456207275,6.886006832122803,4.046096086502075,17.7963924417959
2,3.4881434440612793,7.452060222625732,3.963916778564453,17.7963924417959
3,2.326321840286255,7.210110664367676,4.883788824081421,17.68069714407785
3,2.4467520713806152,7.148589134216309,4.701837062835693,17.68069714407785
3,2.5615885257720947,7.03493595123291,4.473347425460815,17.68069714407785
3,2.8399107456207275,7.0692973136901855,4.229386568069458,17.68069714407785
3,3.2894840240478516,7.452060222625732,4.162576198577881,17.68069714407785
3,3.2139599323272705,7.328598976135254,4.114639043807983,17.68069714407785
3,2.993042469024658,7.0692973136901855,4.076254844665527,17.68069714407785
3,3.2533578872680664,7.328598976135254,4.0752410888671875,17.68069714407785
3,3.41682505607605,7.436590671539307,4.019765615463257,17.68069714407785
3,3.4881434440612793,7.452060222625732,3.963916778564453,17.68069714407785
4,3.140873670578003,7.303640842437744,4.162767171859741,17.7963924417959
4,3.403817653656006,7.2486186027526855,3.8448009490966797,17.7963924417959
4,2.974058151245117,6.81840181350708,3.844343662261963,17.7963924417959
