cluster_id,hits,hit_rate,birth,death,persistence,robust
2,197,0.985,5.566445484297293,9.025635483712312,3.4591899994150195,True
0,169,0.845,4.875787555781844,8.889164675294964,4.013377119513119,True
7,133,0.665,3.9909242470252333,8.43885683166194,4.447932584636708,True
3,95,0.475,5.088104313817517,8.471601428656742,3.383497114839225,True
11,81,0.405,3.166142225265503,8.527103070859555,5.360960845594053,True
4,80,0.4,6.107405280492392,9.145538916070777,3.0381336355783852,True
8,78,0.39,4.487198829650879,8.967333854773106,4.480135025122227,True
1,58,0.29,4.7131452560424805,8.236639022827148,3.523493766784668,True
5,31,0.155,6.607206110520797,9.280856670032849,2.6736505595120517,True
9,16,0.08,5.763001177046034,9.455598778194851,3.692597601148817,True
6,11,0.055,5.604071030249963,8.52108251131498,2.9170114810650167,True
12,5,0.025,7.099253722599575,9.505521638052803,2.40626791545323,False
13,4,0.02,3.835747003555298,8.825355052947998,4.9896080493927,False
10,3,0.015,6.194722970326741,9.3433624903361,3.148639520009359,False
14,1,0.005,6.097179889678955,8.746685981750488,2.649506092071533,False
