cluster_id,hits,hit_rate,birth,death,persistence,robust
4,166,0.83,8.325391493822686,12.62713479089193,4.301743297069245,True
5,148,0.74,8.700999285045423,12.77009590048539,4.0690966154399675,False
3,142,0.71,7.738031821694934,12.65639713997783,4.918365318282896,False
6,136,0.68,7.645383142361975,11.926320045616976,4.280936903255001,False
2,102,0.51,7.2951335075798385,12.355592578922936,5.060459071343098,False
1,99,0.495,6.878489096959432,12.25074733767593,5.3722582407165,False
10,93,0.465,7.815082898703954,12.996460381374565,5.18137748267061,False
0,83,0.415,7.306381097403905,12.668756946440666,5.36237584903676,False
17,57,0.285,6.861819267272949,11.908279418945312,5.046460151672363,False
8,55,0.275,8.331689882278443,12.12246161699295,3.7907717347145082,False
7,48,0.24,8.967786178588867,12.626683483123779,3.658897304534912,False
9,35,0.175,7.7778116941452025,12.342169642448425,4.564357948303223,False
14,33,0.165,9.393706382589137,13.041549885526617,3.647843502937479,False
13,30,0.15,9.204237165122196,12.718056432132062,3.5138192670098665,False
19,20,0.1,8.945793342590331,13.073346662521363,4.12755331993103,False
16,13,0.065,8.373260498046875,13.042246525104229,4.668986027057354,False
12,9,0.045,8.64383167690701,12.324311680263943,3.6804800033569336,False
21,7,0.035,9.545811653137207,13.831024033682686,4.28521238054548,False
22,5,0.025,9.253759384155273,13.321166038513184,4.06740665435791,False
20,4,0.02,9.559903383255005,12.75030255317688,3.190399169921875,False
27,3,0.015,7.311871528625488,12.972606658935547,5.660735130310059,False
18,3,0.015,6.882702350616455,12.534449895222982,5.651747544606526,False
24,3,0.015,9.13791389465332,12.265549850463866,3.127635955810547,False
15,2,0.01,8.19337272644043,12.32579231262207,4.132419586181641,False
23,2,0.01,9.97256056467692,13.202828089396158,3.2302675247192383,False
26,1,0.005,7.311871528625488,13.23263168334961,5.920760154724121,False
25,1,0.005,8.668008804321289,13.145273208618164,4.477264404296875,False
11,1,0.005,8.19337272644043,11.908279418945312,3.714906692504883,False
