cluster_id,hits,hit_rate,birth,death,persistence,robust
0,195,0.975,2.247072690439016,8.629214239606343,6.3821415491673275,True
4,176,0.88,1.447625728753897,8.396846780186522,6.949221051432626,True
6,162,0.81,2.0459229904491307,8.86664934866293,6.8207263582138,True
1,92,0.46,2.996291413837009,9.049274940490722,6.052983526653714,False
7,86,0.43,1.0547618865966797,8.394770522450292,7.3400086358536125,False
2,84,0.42,2.642567054245823,8.72413170984549,6.081564655599668,False
8,51,0.255,1.5262811183929443,7.973616600036621,6.447335481643677,False
9,13,0.065,3.464001142978668,9.12411847114563,5.660117328166962,False
5,10,0.05,1.5118764205412432,8.71110812100497,7.199231700463728,False
3,2,0.01,2.556234359741211,8.350871562957764,5.794637203216553,False
12,2,0.01,2.996079206466675,8.735983848571777,5.7399046421051025,False
11,2,0.01,3.7386258443196616,9.258838017781576,5.520212173461914,False
13,1,0.005,3.4257445335388184,9.479203224182129,6.0534586906433105,False
10,1,0.005,3.318991184234619,8.687129020690918,5.368137836456299,False
