cluster_id,hits,hit_rate,birth,death,persistence,robust
0,188,0.94,2.204220539111929,8.08697598851774,5.882755449405811,True
1,184,0.92,2.609753211519935,8.06085503318093,5.451101821660996,True
5,139,0.695,1.4874446526461957,7.7474521982903575,6.260007545644162,False
6,122,0.61,2.0957957370552474,7.7333967956954135,5.637601058640166,False
2,110,0.55,3.0464617675048293,8.19372634596179,5.147264578456962,False
4,79,0.395,1.0606880187988281,7.767945072318934,6.707257053520106,False
7,43,0.215,2.415182590484619,7.718040943145752,5.302858352661133,False
3,36,0.18,2.7103758070203994,7.723100312550863,5.012724505530463,False
8,26,0.13,3.412173945328285,8.270847912492423,4.858673967164139,False
9,11,0.055,3.0512902953407983,7.871044332330877,4.819754036990079,False
10,4,0.02,3.8305893540382385,8.305522441864014,4.474933087825775,False
13,2,0.01,3.8718910217285156,8.503854433695475,4.63196341196696,False
15,1,0.005,2.346747636795044,8.348814010620117,6.002066373825073,False
16,1,0.005,2.244790554046631,7.012911319732666,4.768120765686035,False
14,1,0.005,3.009671926498413,7.511173248291016,4.5015013217926025,False
12,1,0.005,3.645050048828125,7.8837504386901855,4.2387003898620605,False
11,1,0.005,4.257719357808431,8.495846112569174,4.238126754760742,False
