cluster_id,hits,hit_rate,birth,death,persistence,robust
0,199,0.995,3.2039509889353877,7.439015064654143,4.235064075718755,True
1,181,0.905,3.81350850618609,7.758470986952568,3.9449624807664776,True
5,116,0.58,2.0561606543404713,7.228278664180211,5.172118009839739,True
6,104,0.52,2.698554277420044,7.183551572836363,4.484997295416319,True
7,37,0.185,3.1723819555238237,7.916526461756507,4.744144506232683,True
3,34,0.17,4.275147617840376,7.769314038948934,3.4941664211085586,True
2,23,0.115,3.51482420701247,7.189845892099234,3.675021685086764,True
4,17,0.085,4.694134998321533,7.966413620540074,3.2722786222185407,True
9,11,0.055,4.941307504971822,8.354577461878458,3.4132699569066367,True
8,7,0.035,4.390509605407715,8.465689795357841,4.075180189950125,False
10,5,0.025,3.714520215988159,8.225955581665039,4.5114353656768795,False
12,2,0.01,5.556613445281982,8.57595157623291,3.0193381309509277,False
11,1,0.005,4.012012481689453,7.30756950378418,3.2955570220947266,False
