boot,birth,death,persistence,maxdist_boot
0,2.004901647567749,5.647160053253174,3.642258405685425,15.022588313625885
0,2.4205780029296875,6.05642557144165,3.635847568511963,15.022588313625885
0,2.5703558921813965,6.126972675323486,3.55661678314209,15.022588313625885
0,2.9165520668029785,6.247419834136963,3.3308677673339844,15.022588313625885
0,2.756099224090576,6.013590335845947,3.257491111755371,15.022588313625885
0,2.306112289428711,5.561691761016846,3.2555794715881348,15.022588313625885
0,2.667262077331543,5.909878730773926,3.242616653442383,15.022588313625885
0,2.6270751953125,5.832527160644531,3.2054519653320312,15.022588313625885
0,2.8800833225250244,6.081756114959717,3.2016727924346924,15.022588313625885
0,2.724187135696411,5.921019554138184,3.1968324184417725,15.022588313625885
1,1.8805041313171387,6.086020469665527,4.205516338348389,14.874166519449783
1,2.197770118713379,6.049741744995117,3.8519716262817383,14.874166519449783
1,2.4205780029296875,6.062203884124756,3.6416258811950684,14.874166519449783
1,2.7787468433380127,6.410189628601074,3.6314427852630615,14.874166519449783
1,2.5703558921813965,6.140522480010986,3.57016658782959,14.874166519449783
1,2.306112289428711,5.647160053253174,3.341047763824463,14.874166519449783
1,2.9165520668029785,6.247419834136963,3.3308677673339844,14.874166519449783
1,2.5228819847106934,5.832527160644531,3.309645175933838,14.874166519449783
1,2.6270751953125,5.832527160644531,3.2054519653320312,14.874166519449783
1,2.8800833225250244,6.081756114959717,3.2016727924346924,14.874166519449783
2,1.8805041313171387,6.061639785766602,4.181135654449463,14.874166519449783
2,2.1694939136505127,5.999818801879883,3.83032488822937,14.874166519449783
2,2.3250646591186523,5.999818801879883,3.6747541427612305,14.874166519449783
2,2.9165520668029785,6.2325310707092285,3.31597900390625,14.874166519449783
2,2.6270751953125,5.832527160644531,3.2054519653320312,14.874166519449783
2,3.292505979537964,6.465993404388428,3.173487424850464,14.874166519449783
2,2.9560647010803223,6.127626419067383,3.1715617179870605,14.874166519449783
2,2.878148317337036,5.977755069732666,3.09960675239563,14.874166519449783
2,3.1338508129119873,6.171758651733398,3.037907838821411,14.874166519449783
2,3.1280465126037598,6.133256435394287,3.0052099227905273,14.874166519449783
3,1.8805041313171387,6.061639785766602,4.181135654449463,14.874166519449783
3,2.004901647567749,5.881845951080322,3.8769443035125732,14.874166519449783
3,2.197770118713379,6.061639785766602,3.8638696670532227,14.874166519449783
3,2.7787468433380127,6.516279697418213,3.7375328540802,14.874166519449783
3,2.4205780029296875,5.958149433135986,3.537571430206299,14.874166519449783
3,2.306112289428711,5.647160053253174,3.341047763824463,14.874166519449783
3,2.667262077331543,5.999152660369873,3.33189058303833,14.874166519449783
3,2.9165520668029785,6.2325310707092285,3.31597900390625,14.874166519449783
3,3.292505979537964,6.560297012329102,3.2677910327911377,14.874166519449783
3,2.756099224090576,6.000534534454346,3.2444353103637695,14.874166519449783
4,1.8805041313171387,6.061639785766602,4.181135654449463,15.165617288158966
4,2.197770118713379,6.054847717285156,3.8570775985717773,15.165617288158966
4,2.5703558921813965,6.126972675323486,3.55661678314209,15.165617288158966
4,2.4205780029296875,5.958149433135986,3.537571430206299,15.165617288158966
4,2.306112289428711,5.647160053253174,3.341047763824463,15.165617288158966
4,2.9165520668029785,6.2325310707092285,3.31597900390625,15.165617288158966
4,2.6270751953125,5.832527160644531,3.2054519653320312,15.165617288158966
4,3.292505979537964,6.465993404388428,3.173487424850464,15.165617288158966
4,2.9560647010803223,6.127626419067383,3.1715617179870605,15.165617288158966
4,2.878148317337036,5.977755069732666,3.09960675239563,15.165617288158966
5,1.8805041313171387,6.061639785766602,4.181135654449463,15.165617288158966
5,1.9843220710754395,5.999818801879883,4.015496730804443,15.165617288158966
5,2.1694939136505127,6.071166038513184,3.901672124862671,15.165617288158966
5,2.197770118713379,6.049741744995117,3.8519716262817383,15.165617288158966
5,2.3250646591186523,5.999818801879883,3.6747541427612305,15.165617288158966
5,2.7787468433380127,6.410189628601074,3.6314427852630615,15.165617288158966
5,2.5703558921813965,6.140522480010986,3.57016658782959,15.165617288158966
5,2.4205780029296875,5.958149433135986,3.537571430206299,15.165617288158966
5,2.306112289428711,5.647160053253174,3.341047763824463,15.165617288158966
5,2.9165520668029785,6.2325310707092285,3.31597900390625,15.165617288158966
6,2.7787468433380127,6.410189628601074,3.6314427852630615,15.165617288158966
6,2.695425271987915,6.078141689300537,3.382716417312622,15.165617288158966
6,2.667262077331543,5.999152660369873,3.33189058303833,15.165617288158966
6,2.8800833225250244,6.140522480010986,3.260439157485962,15.165617288158966
6,2.730501651763916,5.975793361663818,3.2452917098999023,15.165617288158966
6,2.756099224090576,6.000534534454346,3.2444353103637695,15.165617288158966
6,2.9717445373535156,6.196743488311768,3.224998950958252,15.165617288158966
6,2.8001925945281982,6.020939826965332,3.220747232437134,15.165617288158966
6,2.949479341506958,6.131917476654053,3.1824381351470947,15.165617288158966
6,3.292505979537964,6.465993404388428,3.173487424850464,15.165617288158966
7,2.197770118713379,6.049741744995117,3.8519716262817383,15.165617288158966
7,2.7787468433380127,6.410189628601074,3.6314427852630615,15.165617288158966
7,2.5703558921813965,6.126972675323486,3.55661678314209,15.165617288158966
7,2.667262077331543,6.000308513641357,3.3330464363098145,15.165617288158966
7,2.9165520668029785,6.2325310707092285,3.31597900390625,15.165617288158966
7,2.6270751953125,5.909878730773926,3.282803535461426,15.165617288158966
7,2.756099224090576,6.010547637939453,3.254448413848877,15.165617288158966
7,2.8800833225250244,6.131917476654053,3.2518341541290283,15.165617288158966
7,2.7971763610839844,6.020039081573486,3.222862720489502,15.165617288158966
7,2.9717445373535156,6.118000030517578,3.1462554931640625,15.165617288158966
8,1.8805041313171387,6.061639785766602,4.181135654449463,14.677041993545128
8,1.9843220710754395,5.999818801879883,4.015496730804443,14.677041993545128
8,2.004901647567749,5.881845951080322,3.8769443035125732,14.677041993545128
8,2.197770118713379,6.049741744995117,3.8519716262817383,14.677041993545128
8,2.1694939136505127,5.999818801879883,3.83032488822937,14.677041993545128
8,2.3250646591186523,5.999818801879883,3.6747541427612305,14.677041993545128
8,2.7787468433380127,6.410189628601074,3.6314427852630615,14.677041993545128
8,2.5703558921813965,6.126972675323486,3.55661678314209,14.677041993545128
8,2.4205780029296875,5.958149433135986,3.537571430206299,14.677041993545128
8,2.306112289428711,5.647160053253174,3.341047763824463,14.677041993545128
9,2.004901647567749,5.999818801879883,3.994917154312134,15.165617288158966
9,2.197770118713379,6.061639785766602,3.8638696670532227,15.165617288158966
9,2.3250646591186523,6.049741744995117,3.724677085876465,15.165617288158966
9,2.4205780029296875,6.05642557144165,3.635847568511963,15.165617288158966
9,2.306112289428711,5.881845951080322,3.5757336616516113,15.165617288158966
9,2.5228819847106934,5.999818801879883,3.4769368171691895,15.165617288158966
9,2.667262077331543,5.999152660369873,3.33189058303833,15.165617288158966
9,2.9165520668029785,6.2325310707092285,3.31597900390625,15.165617288158966
9,2.756099224090576,6.000534534454346,3.2444353103637695,15.165617288158966
9,2.724187135696411,5.921019554138184,3.1968324184417725,15.165617288158966
10,2.667262077331543,5.999152660369873,3.33189058303833,15.165617288158966
10,2.695425271987915,6.024181842803955,3.32875657081604,15.165617288158966
10,2.756099224090576,6.000534534454346,3.2444353103637695,15.165617288158966
10,2.730501651763916,5.958149433135986,3.2276477813720703,15.165617288158966
10,2.8001925945281982,6.020939826965332,3.220747232437134,15.165617288158966
10,3.1338508129119873,6.351675987243652,3.217825174331665,15.165617288158966
10,2.949479341506958,6.140522480010986,3.1910431385040283,15.165617288158966
10,3.292505979537964,6.465993404388428,3.173487424850464,15.165617288158966
10,3.5621304512023926,6.481902122497559,2.919771671295166,15.165617288158966
10,3.1280465126037598,6.024181842803955,2.8961353302001953,15.165617288158966
11,2.004901647567749,6.010547637939453,4.005645990371704,15.165617288158966
11,2.197770118713379,6.049741744995117,3.8519716262817383,15.165617288158966
11,2.4205780029296875,6.05642557144165,3.635847568511963,15.165617288158966
11,2.306112289428711,5.647160053253174,3.341047763824463,15.165617288158966
11,2.667262077331543,5.999152660369873,3.33189058303833,15.165617288158966
11,2.5228819847106934,5.832527160644531,3.309645175933838,15.165617288158966
11,2.756099224090576,6.000534534454346,3.2444353103637695,15.165617288158966
11,2.7971763610839844,6.020039081573486,3.222862720489502,15.165617288158966
11,2.8001925945281982,6.020939826965332,3.220747232437134,15.165617288158966
11,2.6270751953125,5.832527160644531,3.2054519653320312,15.165617288158966
12,2.1694939136505127,6.482023239135742,4.3125293254852295,14.874166519449783
12,2.3250646591186523,6.062203884124756,3.7371392250061035,14.874166519449783
12,2.7787468433380127,6.410189628601074,3.6314427852630615,14.874166519449783
12,2.6270751953125,5.909878730773926,3.282803535461426,14.874166519449783
12,2.8800833225250244,6.140522480010986,3.260439157485962,14.874166519449783
12,2.724187135696411,5.9745988845825195,3.2504117488861084,14.874166519449783
12,2.667262077331543,5.909878730773926,3.242616653442383,14.874166519449783
12,2.8001925945281982,6.020939826965332,3.220747232437134,14.874166519449783
12,3.1338508129119873,6.317717552185059,3.1838667392730713,14.874166519449783
12,2.949479341506958,6.131917476654053,3.1824381351470947,14.874166519449783
13,1.8805041313171387,6.086020469665527,4.205516338348389,15.165617288158966
13,1.9843220710754395,5.999818801879883,4.015496730804443,15.165617288158966
13,2.197770118713379,6.049741744995117,3.8519716262817383,15.165617288158966
13,2.3250646591186523,5.999818801879883,3.6747541427612305,15.165617288158966
13,2.4205780029296875,5.958149433135986,3.537571430206299,15.165617288158966
13,2.306112289428711,5.765006065368652,3.4588937759399414,15.165617288158966
13,3.292505979537964,6.560297012329102,3.2677910327911377,15.165617288158966
13,2.695425271987915,5.904857635498047,3.209432363510132,15.165617288158966
13,2.8800833225250244,6.081756114959717,3.2016727924346924,15.165617288158966
13,2.878148317337036,5.977755069732666,3.09960675239563,15.165617288158966
14,1.8805041313171387,6.061639785766602,4.181135654449463,15.165617288158966
14,1.9843220710754395,5.999818801879883,4.015496730804443,15.165617288158966
14,2.197770118713379,6.049741744995117,3.8519716262817383,15.165617288158966
14,2.1694939136505127,5.999818801879883,3.83032488822937,15.165617288158966
14,2.3250646591186523,5.999818801879883,3.6747541427612305,15.165617288158966
14,2.7787468433380127,6.410189628601074,3.6314427852630615,15.165617288158966
14,2.5703558921813965,6.126972675323486,3.55661678314209,15.165617288158966
14,2.4205780029296875,5.958149433135986,3.537571430206299,15.165617288158966
14,2.6270751953125,5.909878730773926,3.282803535461426,15.165617288158966
14,2.8800833225250244,6.081756114959717,3.2016727924346924,15.165617288158966
15,2.197770118713379,6.061639785766602,3.8638696670532227,15.165617288158966
