cluster_id,hits,hit_rate,birth,death,persistence,robust
1,184,0.92,6.770277561901285,10.549387846061652,3.779110284160367,True
3,183,0.915,7.1086831801421155,11.019014671965913,3.9103314918237966,True
2,162,0.81,7.634336902901477,11.468572043698584,3.834235140797106,True
0,112,0.56,6.033143635634538,10.434937953948975,4.401794318314437,False
4,74,0.37,5.436258792877197,10.182115374384699,4.7458565815075024,False
9,70,0.35,6.751631037394206,10.985511038038466,4.23388000064426,False
7,42,0.21,7.602290662668519,11.048355037883177,3.4460643752146574,False
6,28,0.14,7.227528263540829,10.688373818117029,3.4608455545762005,False
10,22,0.11,8.064527370712973,11.397957650097934,3.33343027938496,False
14,17,0.085,6.033321256990786,11.01237314718741,4.979051890196623,False
13,11,0.055,5.436258792877197,10.987088376825506,5.550829583948309,False
5,6,0.03,6.664209008216858,10.24600088596344,3.581791877746582,False
11,6,0.03,8.198124090830484,11.634509404500326,3.4363853136698403,False
15,4,0.02,7.699621200561523,11.85141134262085,4.151790142059326,False
8,3,0.015,6.66964054107666,10.037726402282715,3.3680858612060547,False
12,2,0.01,8.259220123291016,11.905498027801514,3.646277904510498,False
