cluster_id,hits,hit_rate,birth,death,persistence,robust
0,191,0.955,3.763266179749374,6.466490826316256,2.7032246465668814,True
1,183,0.915,4.011986616359038,6.465046365401324,2.4530597490422865,True
6,122,0.61,3.6893200358348106,6.243834417257736,2.5545143814229254,False
3,100,0.5,4.428044110715033,6.63686494484633,2.208820834131298,False
2,88,0.44,4.275025633711311,6.470807513998981,2.1957818802876687,False
5,81,0.405,3.3083462715148926,6.385575488761619,3.077229217246727,False
8,77,0.385,2.449465274810791,6.193766575355034,3.7443013005442434,False
7,77,0.385,4.598462872690969,7.09682035446167,2.498357481770701,False
10,33,0.165,3.866596221923828,6.224132537841797,2.3575363159179688,False
11,28,0.14,3.999299372945513,6.643208452633449,2.643909079687936,False
4,22,0.11,4.0458028030395505,6.2396078872680665,2.1938050842285155,False
12,17,0.085,4.723503617679372,6.8099653019624595,2.0864616842830883,False
13,13,0.065,4.552803916931152,6.507365016937256,1.9545611000061036,False
9,12,0.06,2.449465274810791,6.41212793191274,3.962662657101949,False
16,8,0.04,3.6989679038524628,6.636946856975555,2.9379789531230927,False
14,7,0.035,4.280715094672309,6.2640012635125055,1.9832861688401964,False
19,4,0.02,3.749422073364258,5.925145626068115,2.1757235527038574,False
17,2,0.01,4.731914758682251,6.596789360046387,1.8648746013641357,False
18,2,0.01,4.91858704884847,6.7628984451293945,1.8443113962809246,False
15,1,0.005,4.915134429931641,7.067573070526123,2.1524386405944824,False
