cluster_id,hits,hit_rate,birth,death,persistence,robust
0,178,0.89,5.237345633495502,13.763031842297133,8.52568620880163,True
3,174,0.87,5.961055520261161,13.9885248929492,8.027469372688039,True
1,164,0.82,6.650621319169048,14.630014313982862,7.979392994813813,True
4,135,0.675,4.721099256635545,13.68884735507565,8.967748098440104,False
10,131,0.655,3.8400942232550643,13.50762939453125,9.667535171276185,False
11,94,0.47,4.586215496063232,13.039126223706184,8.452910727642951,False
2,76,0.38,7.214754214653602,14.991376812641438,7.776622597987835,False
9,70,0.35,2.5049238204956055,12.448314666748047,9.943390846252441,False
12,57,0.285,5.144919395446777,13.305975914001465,8.161056518554688,False
5,47,0.235,5.775421955546395,13.617845285134237,7.8424233295878425,False
13,27,0.135,6.144104412623814,14.664204801831927,8.520100389208112,False
7,26,0.13,4.9963126840262575,14.22549349686195,9.229180812835693,False
8,24,0.12,7.24929666519165,15.512709208897181,8.263412543705531,False
16,21,0.105,2.5049238204956055,13.141673996334983,10.636750175839378,False
15,20,0.1,6.703145950071273,13.94693051615069,7.243784566079417,False
14,19,0.095,7.316858625411987,14.41523068745931,7.098372062047322,False
17,4,0.02,8.071411609649658,14.723281860351562,6.651870250701904,False
6,3,0.015,5.7441195249557495,13.614473104476929,7.870353579521179,False
20,2,0.01,6.416305065155029,13.372303009033203,6.955997943878174,False
19,2,0.01,7.2176833152771,13.898736953735352,6.681053638458252,False
18,1,0.005,7.7335052490234375,14.292716979980469,6.559211730957031,False
